Вуз,Год,Код специальности,Направление,Проходной балл (очная форма)
РГЭУ (РИНХ),2022,38.03.01,Финансовая разведка в цифровой экономике,221
РГЭУ (РИНХ),2023,38.03.01,Финансовая разведка в цифровой экономике,227
РГЭУ (РИНХ),2024,38.03.01,Финансовая разведка в цифровой экономике,241
РГЭУ (РИНХ),2021,38.03.01,Учет и контроль в управлении бизнесом,246
РГЭУ (РИНХ),2022,38.03.01,Учет и контроль в управлении бизнесом,270
РГЭУ (РИНХ),2023,38.03.01,Учет и контроль в управлении бизнесом,270
РГЭУ (РИНХ),2024,38.03.01,Учет и контроль в управлении бизнесом,241
РГЭУ (РИНХ),2021,38.03.01,Финансовая безопасность и финансовые рынки в цифровой экономике,259
РГЭУ (РИНХ),2022,38.03.01,Финансовая безопасность и финансовые рынки в цифровой экономике,213
РГЭУ (РИНХ),2023,38.03.01,Финансовая безопасность и финансовые рынки в цифровой экономике,248
РГЭУ (РИНХ),2024,38.03.01,Финансовая безопасность и финансовые рынки в цифровой экономике,241
РГЭУ (РИНХ),2021,38.03.01,Бизнес-консалтинг и финансовый контроль,214
РГЭУ (РИНХ),2022,38.03.01,Бизнес-консалтинг и финансовый контроль,249
РГЭУ (РИНХ),2023,38.03.01,Бизнес-консалтинг и финансовый контроль,254
РГЭУ (РИНХ),2024,38.03.01,Бизнес-консалтинг и финансовый контроль,241
РГЭУ (РИНХ),2021,01.03.02,Математическое и программное обеспечение систем искусственного интеллекта,147
РГЭУ (РИНХ),2022,01.03.02,Математическое и программное обеспечение систем искусственного интеллекта,156
РГЭУ (РИНХ),2023,01.03.02,Математическое и программное обеспечение систем искусственного интеллекта,171
РГЭУ (РИНХ),2024,01.03.02,Математическое и программное обеспечение систем искусственного интеллекта,171
РГЭУ (РИНХ),2021,38.03.01,Учетно-экономическое и правовое сопровождение бизнеса,276
РГЭУ (РИНХ),2022,38.03.01,Учетно-экономическое и правовое сопровождение бизнеса,248
РГЭУ (РИНХ),2023,38.03.01,Учетно-экономическое и правовое сопровождение бизнеса,235
РГЭУ (РИНХ),2024,38.03.01,Учетно-экономическое и правовое сопровождение бизнеса,241
РГЭУ (РИНХ),2021,38.03.01,Экономист-аналитик,240
РГЭУ (РИНХ),2022,38.03.01,Экономист-аналитик,222
РГЭУ (РИНХ),2023,38.03.01,Экономист-аналитик,213
РГЭУ (РИНХ),2024,38.03.01,Экономист-аналитик,241
РГЭУ (РИНХ),2021,38.03.01,Налоги и бизнес в цифровой экономике,238
РГЭУ (РИНХ),2022,38.03.01,Налоги и бизнес в цифровой экономике,260
РГЭУ (РИНХ),2023,38.03.01,Налоги и бизнес в цифровой экономике,209
РГЭУ (РИНХ),2024,38.03.01,Налоги и бизнес в цифровой экономике,241
РостГМУ,2021,31.05.01,Лечебное дело,256
РостГМУ,2022,31.05.01,Лечебное дело,266
РостГМУ,2023,31.05.01,Лечебное дело,237
РостГМУ,2024,31.05.01,Лечебное дело,263
РостГМУ,2021,33.05.01,Фармация,160
РостГМУ,2022,33.05.01,Фармация,144
РостГМУ,2023,33.05.01,Фармация,122
РостГМУ,2024,33.05.01,Фармация,141
РостГМУ,2021,37.05.01,Клиническая психология,255
РостГМУ,2022,37.05.01,Клиническая психология,221
РостГМУ,2023,37.05.01,Клиническая психология,269
РостГМУ,2024,37.05.01,Клиническая психология,239
РостГМУ,2021,31.05.02,Педиатрия,275
РостГМУ,2022,31.05.02,Педиатрия,272
РостГМУ,2023,31.05.02,Педиатрия,224
РостГМУ,2024,31.05.02,Педиатрия,254
РостГМУ,2021,31.05.03,Стоматология,284
РостГМУ,2022,31.05.03,Стоматология,290
РостГМУ,2023,31.05.03,Стоматология,277
РостГМУ,2024,31.05.03,Стоматология,289
РостГМУ,2021,34.03.01,Сестринское дело,122
РостГМУ,2022,34.03.01,Сестринское дело,118
РостГМУ,2023,34.03.01,Сестринское дело,128
РостГМУ,2024,34.03.01,Сестринское дело,122
РостГМУ,2021,32.05.01,Медико-профилактическое дело,136
РостГМУ,2022,32.05.01,Медико-профилактическое дело,110
РостГМУ,2023,32.05.01,Медико-профилактическое дело,114
РостГМУ,2024,32.05.01,Медико-профилактическое дело,123
РФ РГУП,2021,40.03.01,Юриспруденция,254
РФ РГУП,2022,40.03.01,Юриспруденция,265
РФ РГУП,2023,40.03.01,Юриспруденция,284
РФ РГУП,2024,40.03.01,Юриспруденция,248
СКФ МТУСИ,2021,11.03.02,Защищенные инфокоммуникационные системы,158
СКФ МТУСИ,2022,11.03.02,Защищенные инфокоммуникационные системы,159
СКФ МТУСИ,2023,11.03.02,Защищенные инфокоммуникационные системы,191
СКФ МТУСИ,2024,11.03.02,Защищенные инфокоммуникационные системы,169
СКФ МТУСИ,2021,11.03.02,Инфокоммуникационные системы и сети,153
СКФ МТУСИ,2022,11.03.02,Инфокоммуникационные системы и сети,173
СКФ МТУСИ,2023,11.03.02,Инфокоммуникационные системы и сети,170
СКФ МТУСИ,2024,11.03.02,Инфокоммуникационные системы и сети,169
СКФ МТУСИ,2021,09.03.01,Искусственный интеллект и машинное обучение,214
СКФ МТУСИ,2022,09.03.01,Искусственный интеллект и машинное обучение,209
СКФ МТУСИ,2023,09.03.01,Искусственный интеллект и машинное обучение,167
СКФ МТУСИ,2024,09.03.01,Искусственный интеллект и машинное обучение,194
Филиал МГТУГА в Ростове-на-Дону,2021,25.05.03,"Техническая эксплуатация радиоэлектронного оборудования, аэропортов и воздушных трасс",140
Филиал МГТУГА в Ростове-на-Дону,2022,25.05.03,"Техническая эксплуатация радиоэлектронного оборудования, аэропортов и воздушных трасс",126
Филиал МГТУГА в Ростове-на-Дону,2023,25.05.03,"Техническая эксплуатация радиоэлектронного оборудования, аэропортов и воздушных трасс",105
Филиал МГТУГА в Ростове-на-Дону,2024,25.05.03,"Техническая эксплуатация радиоэлектронного оборудования, аэропортов и воздушных трасс",123
Филиал МГТУГА в Ростове-на-Дону,2021,25.05.03,"Техническое обслуживание и ремонт радиоэлектронного оборудования, аэропортов и воздушных т..",116
Филиал МГТУГА в Ростове-на-Дону,2022,25.05.03,"Техническое обслуживание и ремонт радиоэлектронного оборудования, аэропортов и воздушных т..",126
Филиал МГТУГА в Ростове-на-Дону,2023,25.05.03,"Техническое обслуживание и ремонт радиоэлектронного оборудования, аэропортов и воздушных т..",125
Филиал МГТУГА в Ростове-на-Дону,2024,25.05.03,"Техническое обслуживание и ремонт радиоэлектронного оборудования, аэропортов и воздушных т..",123
Филиал РТА в Ростове,2021,38.03.01,Мировая экономика,205
Филиал РТА в Ростове,2022,38.03.01,Мировая экономика,226
Филиал РТА в Ростове,2023,38.03.01,Мировая экономика,216
Филиал РТА в Ростове,2024,38.03.01,Мировая экономика,222
Филиал РТА в Ростове,2021,38.03.01,Экономика предприятий и организаций (таможня),233
Филиал РТА в Ростове,2022,38.03.01,Экономика предприятий и организаций (таможня),226
Филиал РТА в Ростове,2023,38.03.01,Экономика предприятий и организаций (таможня),190
Филиал РТА в Ростове,2024,38.03.01,Экономика предприятий и организаций (таможня),222
Филиал РТА в Ростове,2021,40.03.01,Гражданско-правовой профиль,196
Филиал РТА в Ростове,2022,40.03.01,Гражданско-правовой профиль,202
Филиал РТА в Ростове,2023,40.03.01,Гражданско-правовой профиль,244
Филиал РТА в Ростове,2024,40.03.01,Гражданско-правовой профиль,227
Филиал РТА в Ростове,2021,40.03.01,Уголовно-правовой профиль,255
Филиал РТА в Ростове,2022,40.03.01,Уголовно-правовой профиль,219
Филиал РТА в Ростове,2023,40.03.01,Уголовно-правовой профиль,214
Филиал РТА в Ростове,2024,40.03.01,Уголовно-правовой профиль,227
Филиал РТА в Ростове,2021,40.03.01,Государственно-правовой профиль,221
Филиал РТА в Ростове,2022,40.03.01,Государственно-правовой профиль,234
Филиал РТА в Ростове,2023,40.03.01,Государственно-правовой профиль,261
Филиал РТА в Ростове,2024,40.03.01,Государственно-правовой профиль,227
Филиал РТА в Ростове,2021,38.05.02,Товароведение и экспертиза в таможенном деле,192
Филиал РТА в Ростове,2022,38.05.02,Товароведение и экспертиза в таможенном деле,216
Филиал РТА в Ростове,2023,38.05.02,Товароведение и экспертиза в таможенном деле,183
Филиал РТА в Ростове,2024,38.05.02,Товароведение и экспертиза в таможенном деле,208
Филиал РТА в Ростове,2021,38.05.02,Организация таможенного контроля,213
Филиал РТА в Ростове,2022,38.05.02,Организация таможенного контроля,198
Филиал РТА в Ростове,2023,38.05.02,Организация таможенного контроля,216
Филиал РТА в Ростове,2024,38.05.02,Организация таможенного контроля,208
Филиал РТА в Ростове,2021,38.05.02,Таможенные платежи,212
Филиал РТА в Ростове,2022,38.05.02,Таможенные платежи,214
Филиал РТА в Ростове,2023,38.05.02,Таможенные платежи,186
Филиал РТА в Ростове,2024,38.05.02,Таможенные платежи,208
Филиал РТА в Ростове,2021,38.05.02,Информационные системы и таможенные технологии,222
Филиал РТА в Ростове,2022,38.05.02,Информационные системы и таможенные технологии,230
Филиал РТА в Ростове,2023,38.05.02,Информационные системы и таможенные технологии,192
Филиал РТА в Ростове,2024,38.05.02,Информационные системы и таможенные технологии,208
Филиал РТА в Ростове,2021,09.03.03,Прикладная информатика в государственных информационных системах,134
Филиал РТА в Ростове,2022,09.03.03,Прикладная информатика в государственных информационных системах,131
Филиал РТА в Ростове,2023,09.03.03,Прикладная информатика в государственных информационных системах,145
Филиал РТА в Ростове,2024,09.03.03,Прикладная информатика в государственных информационных системах,131
Филиал ЮФУ в г. Новошахтинске,2021,44.03.01,Начальное образование,184
Филиал ЮФУ в г. Новошахтинске,2022,44.03.01,Начальное образование,146
Филиал ЮФУ в г. Новошахтинске,2023,44.03.01,Начальное образование,167
Филиал ЮФУ в г. Новошахтинске,2024,44.03.01,Начальное образование,167
Филиал ЮФУ в г. Новошахтинске,2021,09.03.01,Программирование и системная интеграция ИТ-решений,141
Филиал ЮФУ в г. Новошахтинске,2022,09.03.01,Программирование и системная интеграция ИТ-решений,151
Филиал ЮФУ в г. Новошахтинске,2023,09.03.01,Программирование и системная интеграция ИТ-решений,143
Филиал ЮФУ в г. Новошахтинске,2024,09.03.01,Программирование и системная интеграция ИТ-решений,165
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.01,Мировая экономика,228
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.01,Мировая экономика,241
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.01,Мировая экономика,275
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.01,Мировая экономика,242
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.02,Финансовый менеджмент,206
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.02,Финансовый менеджмент,214
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.02,Финансовый менеджмент,218
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.02,Финансовый менеджмент,238
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.02,Проектный менеджмент,268
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.02,Проектный менеджмент,252
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.02,Проектный менеджмент,240
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.02,Проектный менеджмент,238
Южно-Российский институт управления – филиал РАНХиГС,2021,38.05.01,Экономико-правовое обеспечение экономической безопасности,239
Южно-Российский институт управления – филиал РАНХиГС,2022,38.05.01,Экономико-правовое обеспечение экономической безопасности,269
Южно-Российский институт управления – филиал РАНХиГС,2023,38.05.01,Экономико-правовое обеспечение экономической безопасности,231
Южно-Российский институт управления – филиал РАНХиГС,2024,38.05.01,Экономико-правовое обеспечение экономической безопасности,236
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.04,Государственная и муниципальная служба,244
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.04,Государственная и муниципальная служба,217
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.04,Государственная и муниципальная служба,206
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.04,Государственная и муниципальная служба,226
Южно-Российский институт управления – филиал РАНХиГС,2021,41.03.04,Политическое управление и национальная безопасность,243
Южно-Российский институт управления – филиал РАНХиГС,2022,41.03.04,Политическое управление и национальная безопасность,248
Южно-Российский институт управления – филиал РАНХиГС,2023,41.03.04,Политическое управление и национальная безопасность,221
Южно-Российский институт управления – филиал РАНХиГС,2024,41.03.04,Политическое управление и национальная безопасность,235
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.01,"Налоговое консультирование: учет, анализ, аудит",215
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.01,"Налоговое консультирование: учет, анализ, аудит",269
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.01,"Налоговое консультирование: учет, анализ, аудит",224
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.01,"Налоговое консультирование: учет, анализ, аудит",242
Южно-Российский институт управления – филиал РАНХиГС,2021,38.03.04,Государственные и муниципальные финансы,236
Южно-Российский институт управления – филиал РАНХиГС,2022,38.03.04,Государственные и муниципальные финансы,232
Южно-Российский институт управления – филиал РАНХиГС,2023,38.03.04,Государственные и муниципальные финансы,245
Южно-Российский институт управления – филиал РАНХиГС,2024,38.03.04,Государственные и муниципальные финансы,226
Южно-Российский институт управления – филиал РАНХиГС,2021,38.05.01,Финансовая безопасность хозяйствующих субъектов,205
Южно-Российский институт управления – филиал РАНХиГС,2022,38.05.01,Финансовая безопасность хозяйствующих субъектов,271
Южно-Российский институт управления – филиал РАНХиГС,2023,38.05.01,Финансовая безопасность хозяйствующих субъектов,236
Южно-Российский институт управления – филиал РАНХиГС,2024,38.05.01,Финансовая безопасность хозяйствующих субъектов,236
ЮРГПУ,2021,09.03.02,Информационные системы и технологии,197
ЮРГПУ,2022,09.03.02,Информационные системы и технологии,204
ЮРГПУ,2023,09.03.02,Информационные системы и технологии,161
ЮРГПУ,2024,09.03.02,Информационные системы и технологии,184
ЮРГПУ,2021,15.03.06,Мехатроника,167
ЮРГПУ,2022,15.03.06,Мехатроника,166
ЮРГПУ,2023,15.03.06,Мехатроника,137
ЮРГПУ,2024,15.03.06,Мехатроника,155
ЮРГПУ,2021,13.03.01,Тепловые электрические станции,122
ЮРГПУ,2022,13.03.01,Тепловые электрические станции,125
ЮРГПУ,2023,13.03.01,Тепловые электрические станции,135
ЮРГПУ,2024,13.03.01,Тепловые электрические станции,129
ЮРГПУ,2021,09.03.03,Прикладная информатика,169
ЮРГПУ,2022,09.03.03,Прикладная информатика,209
ЮРГПУ,2023,09.03.03,Прикладная информатика,192
ЮРГПУ,2024,09.03.03,Прикладная информатика,184
ЮРГПУ,2021,09.03.04,Разработка программно-информационных систем,177
ЮРГПУ,2022,09.03.04,Разработка программно-информационных систем,161
ЮРГПУ,2023,09.03.04,Разработка программно-информационных систем,160
ЮРГПУ,2024,09.03.04,Разработка программно-информационных систем,185
ЮРГПУ,2021,15.03.05,Технология машиностроения,123
ЮРГПУ,2022,15.03.05,Технология машиностроения,131
ЮРГПУ,2023,15.03.05,Технология машиностроения,111
ЮРГПУ,2024,15.03.05,Технология машиностроения,124
ЮРГПУ,2021,02.03.03,Администрирование информационных систем,168
ЮРГПУ,2022,02.03.03,Администрирование информационных систем,174
ЮРГПУ,2023,02.03.03,Администрирование информационных систем,168
ЮРГПУ,2024,02.03.03,Администрирование информационных систем,169
ЮРГПУ,2021,21.03.01,Бурение нефтяных и газовых скважин,204
ЮРГПУ,2022,21.03.01,Бурение нефтяных и газовых скважин,179
ЮРГПУ,2023,21.03.01,Бурение нефтяных и газовых скважин,171
ЮРГПУ,2024,21.03.01,Бурение нефтяных и газовых скважин,178
ЮРГПУ,2021,23.05.01,Автомобили и тракторы,115
ЮРГПУ,2022,23.05.01,Автомобили и тракторы,129
ЮРГПУ,2023,23.05.01,Автомобили и тракторы,140
ЮРГПУ,2024,23.05.01,Автомобили и тракторы,134
ЮРГПУ,2021,21.05.02,Геология месторождений нефти и газа,147
ЮРГПУ,2022,21.05.02,Геология месторождений нефти и газа,138
ЮРГПУ,2023,21.05.02,Геология месторождений нефти и газа,151
ЮРГПУ,2024,21.05.02,Геология месторождений нефти и газа,147
ЮРГПУ,2021,01.03.04,Компьютерное моделирование социально-экономических процессов и технических систем,153
ЮРГПУ,2022,01.03.04,Компьютерное моделирование социально-экономических процессов и технических систем,161
ЮРГПУ,2023,01.03.04,Компьютерное моделирование социально-экономических процессов и технических систем,143
ЮРГПУ,2024,01.03.04,Компьютерное моделирование социально-экономических процессов и технических систем,146
ЮРГПУ,2021,15.03.02,Машины и оборудование нефтяных и газовых промыслов,133
ЮРГПУ,2022,15.03.02,Машины и оборудование нефтяных и газовых промыслов,118
ЮРГПУ,2023,15.03.02,Машины и оборудование нефтяных и газовых промыслов,124
ЮРГПУ,2024,15.03.02,Машины и оборудование нефтяных и газовых промыслов,136
ЮРГПУ,2021,27.03.04,"Управление и информационные технологии в технических,организационных и социально-экономиче..",139
ЮРГПУ,2022,27.03.04,"Управление и информационные технологии в технических,организационных и социально-экономиче..",121
ЮРГПУ,2023,27.03.04,"Управление и информационные технологии в технических,организационных и социально-экономиче..",144
ЮРГПУ,2024,27.03.04,"Управление и информационные технологии в технических,организационных и социально-экономиче..",138
ЮРГПУ,2021,08.03.01,Промышленное и гражданское строительство,134
ЮРГПУ,2022,08.03.01,Промышленное и гражданское строительство,145
ЮРГПУ,2023,08.03.01,Промышленное и гражданское строительство,149
ЮРГПУ,2024,08.03.01,Промышленное и гражданское строительство,137
ЮРГПУ,2021,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",144
ЮРГПУ,2022,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",160
ЮРГПУ,2023,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",135
ЮРГПУ,2024,21.05.02,"Геологическая съемка, поиски и разведка месторождений твердых полезных ископаемых",147
ЮРГПУ,2021,21.05.04,Маркшейдерское дело и геодезия,142
ЮРГПУ,2022,21.05.04,Маркшейдерское дело и геодезия,146
ЮРГПУ,2023,21.05.04,Маркшейдерское дело и геодезия,137
ЮРГПУ,2024,21.05.04,Маркшейдерское дело и геодезия,142
ЮРГПУ,2021,21.05.04,Открытая и подземная разработка месторождений полезных ископаемых,133
ЮРГПУ,2022,21.05.04,Открытая и подземная разработка месторождений полезных ископаемых,155
ЮРГПУ,2023,21.05.04,Открытая и подземная разработка месторождений полезных ископаемых,131
ЮРГПУ,2024,21.05.04,Открытая и подземная разработка месторождений полезных ископаемых,142
ЮРГПУ,2021,11.03.02,Инфокоммуникационные технологии в сервисах и услугах связи,129
ЮРГПУ,2022,11.03.02,Инфокоммуникационные технологии в сервисах и услугах связи,166
ЮРГПУ,2023,11.03.02,Инфокоммуникационные технологии в сервисах и услугах связи,128
ЮРГПУ,2024,11.03.02,Инфокоммуникационные технологии в сервисах и услугах связи,145
ЮРГПУ,2021,09.03.01,Программное обеспечение вычислительной техники и автоматизированных систем,215
ЮРГПУ,2022,09.03.01,Программное обеспечение вычислительной техники и автоматизированных систем,199
ЮРГПУ,2023,09.03.01,Программное обеспечение вычислительной техники и автоматизированных систем,174
ЮРГПУ,2024,09.03.01,Программное обеспечение вычислительной техники и автоматизированных систем,191
ЮРГПУ,2021,23.05.01,"Подъемно-транспортные, строительные, дорожные средства и оборудование",127
ЮРГПУ,2022,23.05.01,"Подъемно-транспортные, строительные, дорожные средства и оборудование",122
ЮРГПУ,2023,23.05.01,"Подъемно-транспортные, строительные, дорожные средства и оборудование",132
ЮРГПУ,2024,23.05.01,"Подъемно-транспортные, строительные, дорожные средства и оборудование",134
ЮРГПУ,2021,15.03.02,Машины и аппараты пищевых производств,142
ЮРГПУ,2022,15.03.02,Машины и аппараты пищевых производств,117
ЮРГПУ,2023,15.03.02,Машины и аппараты пищевых производств,131
ЮРГПУ,2024,15.03.02,Машины и аппараты пищевых производств,136
ЮРГПУ,2021,08.05.01,Строительство высотных и большепролетных зданий и сооружений,149
ЮРГПУ,2022,08.05.01,Строительство высотных и большепролетных зданий и сооружений,182
ЮРГПУ,2023,08.05.01,Строительство высотных и большепролетных зданий и сооружений,165
ЮРГПУ,2024,08.05.01,Строительство высотных и большепролетных зданий и сооружений,166
ЮРГПУ,2021,11.03.04,Нанотехнология в электронике,141
ЮРГПУ,2022,11.03.04,Нанотехнология в электронике,171
ЮРГПУ,2023,11.03.04,Нанотехнология в электронике,135
ЮРГПУ,2024,11.03.04,Нанотехнология в электронике,151
ЮРГПУ,2021,18.03.01,Технология электрохимических производств,132
ЮРГПУ,2022,18.03.01,Технология электрохимических производств,174
ЮРГПУ,2023,18.03.01,Технология электрохимических производств,140
ЮРГПУ,2024,18.03.01,Технология электрохимических производств,155
ЮРГПУ,2021,18.03.01,Химическая технология тугоплавких неметаллических и силикатных материалов,154
ЮРГПУ,2022,18.03.01,Химическая технология тугоплавких неметаллических и силикатных материалов,162
ЮРГПУ,2023,18.03.01,Химическая технология тугоплавких неметаллических и силикатных материалов,174
ЮРГПУ,2024,18.03.01,Химическая технология тугоплавких неметаллических и силикатных материалов,155
ЮРГПУ,2021,39.03.03,Управление социальным развитием молодежи,183
ЮРГПУ,2022,39.03.03,Управление социальным развитием молодежи,156
ЮРГПУ,2023,39.03.03,Управление социальным развитием молодежи,147
ЮРГПУ,2024,39.03.03,Управление социальным развитием молодежи,161
ЮРГПУ,2021,18.03.01,Технология и переработка полимеров,175
ЮРГПУ,2022,18.03.01,Технология и переработка полимеров,176
ЮРГПУ,2023,18.03.01,Технология и переработка полимеров,161
ЮРГПУ,2024,18.03.01,Технология и переработка полимеров,155
ЮРГПУ,2021,15.03.02,Технологическое оборудование химических и нефтехимических производств,117
ЮРГПУ,2022,15.03.02,Технологическое оборудование химических и нефтехимических производств,119
ЮРГПУ,2023,15.03.02,Технологическое оборудование химических и нефтехимических производств,149
ЮРГПУ,2024,15.03.02,Технологическое оборудование химических и нефтехимических производств,136
ЮРГПУ,2021,23.03.01,Организация и безопасность движения,144
ЮРГПУ,2022,23.03.01,Организация и безопасность движения,155
ЮРГПУ,2023,23.03.01,Организация и безопасность движения,139
ЮРГПУ,2024,23.03.01,Организация и безопасность движения,136
ЮРГПУ,2021,08.03.01,"Теплогазоснабжение, вентиляция, водоснабжение и водоотведение зданий, сооружений и населен..",121
ЮРГПУ,2022,08.03.01,"Теплогазоснабжение, вентиляция, водоснабжение и водоотведение зданий, сооружений и населен..",148
ЮРГПУ,2023,08.03.01,"Теплогазоснабжение, вентиляция, водоснабжение и водоотведение зданий, сооружений и населен..",119
ЮРГПУ,2024,08.03.01,"Теплогазоснабжение, вентиляция, водоснабжение и водоотведение зданий, сооружений и населен..",137
ЮРГПУ,2021,13.03.01,Энергетические системы и комплексы,138
ЮРГПУ,2022,13.03.01,Энергетические системы и комплексы,124
ЮРГПУ,2023,13.03.01,Энергетические системы и комплексы,110
ЮРГПУ,2024,13.03.01,Энергетические системы и комплексы,129
ЮРГПУ,2021,21.05.06,Технология бурения нефтяных и газовых скважин,207
ЮРГПУ,2022,21.05.06,Технология бурения нефтяных и газовых скважин,227
ЮРГПУ,2023,21.05.06,Технология бурения нефтяных и газовых скважин,212
ЮРГПУ,2024,21.05.06,Технология бурения нефтяных и газовых скважин,202
ЮРГПУ,2021,21.05.04,Машины и электроборудование горных предприятий,150
ЮРГПУ,2022,21.05.04,Машины и электроборудование горных предприятий,153
ЮРГПУ,2023,21.05.04,Машины и электроборудование горных предприятий,162
ЮРГПУ,2024,21.05.04,Машины и электроборудование горных предприятий,142
ЮРГПУ,2021,11.03.04,Инфокоммуникационная и промышленная электроника,134
ЮРГПУ,2022,11.03.04,Инфокоммуникационная и промышленная электроника,169
ЮРГПУ,2023,11.03.04,Инфокоммуникационная и промышленная электроника,160
ЮРГПУ,2024,11.03.04,Инфокоммуникационная и промышленная электроника,151
ЮРГПУ,2021,12.03.01,Интеллектуальные технологии и системы,179
ЮРГПУ,2022,12.03.01,Интеллектуальные технологии и системы,169
ЮРГПУ,2023,12.03.01,Интеллектуальные технологии и системы,179
ЮРГПУ,2024,12.03.01,Интеллектуальные технологии и системы,156
ЮРГПУ,2021,20.03.01,Дизайн окружающей среды,115
ЮРГПУ,2022,20.03.01,Дизайн окружающей среды,151
ЮРГПУ,2023,20.03.01,Дизайн окружающей среды,147
ЮРГПУ,2024,20.03.01,Дизайн окружающей среды,132
ЮРГПУ,2021,20.03.01,Экологическая безопасность и инженерная экспертиза объектов градостроительной инфраструктуры,137
ЮРГПУ,2022,20.03.01,Экологическая безопасность и инженерная экспертиза объектов градостроительной инфраструктуры,135
ЮРГПУ,2023,20.03.01,Экологическая безопасность и инженерная экспертиза объектов градостроительной инфраструктуры,132
ЮРГПУ,2024,20.03.01,Экологическая безопасность и инженерная экспертиза объектов градостроительной инфраструктуры,132
ЮРГПУ,2021,23.03.01,Транспортно-экспедиторская деятельность,139
ЮРГПУ,2022,23.03.01,Транспортно-экспедиторская деятельность,152
ЮРГПУ,2023,23.03.01,Транспортно-экспедиторская деятельность,126
ЮРГПУ,2024,23.03.01,Транспортно-экспедиторская деятельность,136
ЮРГПУ,2021,27.03.01,Бизнес-менеджмент и сертификация,137
ЮРГПУ,2022,27.03.01,Бизнес-менеджмент и сертификация,120
ЮРГПУ,2023,27.03.01,Бизнес-менеджмент и сертификация,135
ЮРГПУ,2024,27.03.01,Бизнес-менеджмент и сертификация,131
ЮРГПУ,2021,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,184
ЮРГПУ,2022,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,199
ЮРГПУ,2023,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,159
ЮРГПУ,2024,10.05.02,Управление безопасностью телекоммуникационных систем и сетей,183
ЮРГПУ,2021,15.03.06,Электрогидравлические мехатронные системы,161
ЮРГПУ,2022,15.03.06,Электрогидравлические мехатронные системы,170
ЮРГПУ,2023,15.03.06,Электрогидравлические мехатронные системы,156
ЮРГПУ,2024,15.03.06,Электрогидравлические мехатронные системы,155
ЮРГПУ,2021,15.03.04,"Проектирование, исследование и эксплуатация систем автоматизации",143
ЮРГПУ,2022,15.03.04,"Проектирование, исследование и эксплуатация систем автоматизации",154
ЮРГПУ,2023,15.03.04,"Проектирование, исследование и эксплуатация систем автоматизации",156
ЮРГПУ,2024,15.03.04,"Проектирование, исследование и эксплуатация систем автоматизации",153
ЮРГПУ,2021,18.03.01,"Технология нефтепереработки, органических и неорганических веществ",159
ЮРГПУ,2022,18.03.01,"Технология нефтепереработки, органических и неорганических веществ",132
ЮРГПУ,2023,18.03.01,"Технология нефтепереработки, органических и неорганических веществ",167
ЮРГПУ,2024,18.03.01,"Технология нефтепереработки, органических и неорганических веществ",155
ЮРГПУ,2021,20.03.02,Технологический инжиниринг и аудит водного хозяйства нефтегазовых и энергетических комплек..,135
ЮРГПУ,2022,20.03.02,Технологический инжиниринг и аудит водного хозяйства нефтегазовых и энергетических комплек..,117
ЮРГПУ,2023,20.03.02,Технологический инжиниринг и аудит водного хозяйства нефтегазовых и энергетических комплек..,128
ЮРГПУ,2024,20.03.02,Технологический инжиниринг и аудит водного хозяйства нефтегазовых и энергетических комплек..,129
ЮРГПУ,2021,27.03.04,Организация и управление производством,156
ЮРГПУ,2022,27.03.04,Организация и управление производством,147
ЮРГПУ,2023,27.03.04,Организация и управление производством,156
ЮРГПУ,2024,27.03.04,Организация и управление производством,138
ЮФУ,2021,02.03.02,Фундаментальная информатика и информационные технологии,236
ЮФУ,2022,02.03.02,Фундаментальная информатика и информационные технологии,241
ЮФУ,2023,02.03.02,Фундаментальная информатика и информационные технологии,247
ЮФУ,2024,02.03.02,Фундаментальная информатика и информационные технологии,238
ЮФУ,2021,03.03.02,Физика,196
